order_id,product_code,quantity,unit_price,returned
79,P00194,2,95.4,False
79,P00082,1,36.5,True
79,P00061,2,53.6,False
79,P00034,1,202.13,False
80,P00026,1,46.83,False
80,P00180,3,27.08,False
80,P00108,1,163.55,False
80,P00172,1,212.5,False
80,P00059,3,470.93,False
81,P00114,1,103.78,True
81,P00143,3,263.1,False
81,P00222,1,69.95,False
81,P00124,3,7.77,False
82,P00012,3,237.82,False
82,P00183,2,20.21,False
82,P00118,2,35.55,True
82,P00041,3,376.45,False
82,P00133,2,92.94,False
83,P00191,3,246.2,False
83,P00220,3,251.17,False
83,P00037,3,50.51,False
84,P00209,1,177.54,False
84,P00034,2,202.13,False
84,P00168,1,17.8,False
85,P00062,1,59.97,False
85,P00037,2,50.51,False
85,P00031,3,523.11,False
85,P00024,2,159.6,False
86,P00106,3,164.6,True
86,P00237,2,30.22,False
86,P00089,1,197.85,False
87,P00106,2,164.6,False
87,P00009,3,34.59,False
88,P00057,1,26.16,False
88,P00129,2,130.04,True
88,P00118,1,35.55,False
88,P00136,1,42.44,False
89,P00006,3,156.61,False
90,P00182,1,108.53,False
90,P00156,2,21.13,False
90,P00131,2,296.08,False
90,P00140,1,318.2,False
90,P00155,1,165.26,False
91,P00095,2,273.75,False
91,P00012,2,237.82,False
91,P00144,3,27.08,True
92,P00190,3,228.54,False
92,P00114,1,103.78,False
92,P00049,3,137.42,False
92,P00163,2,155.79,False
93,P00125,1,38.27,False
94,P00191,2,246.2,False
94,P00096,1,105.29,False
95,P00033,3,325.67,True
95,P00113,3,88.92,False
96,P00234,3,75.35,False
96,P00167,3,57.22,False
96,P00078,3,394.54,False
96,P00069,3,96.42,False
96,P00001,3,513.91,False
97,P00102,2,10.63,False
97,P00109,2,68.51,False
98,P00245,3,96.37,False
98,P00176,1,8.63,True
98,P00094,1,19.06,False
98,P00234,1,75.35,False
98,P00206,3,84.05,False
99,P00225,1,17.03,False
99,P00236,3,59.31,False
99,P00176,2,8.63,False
99,P00201,2,48.7,False
100,P00198,1,192.05,False
101,P00150,3,93.79,False
101,P00129,3,130.04,False
101,P00004,3,197.31,False
102,P00014,2,34.86,False
102,P00217,2,263.7,False
102,P00204,3,85.15,False
102,P00123,2,13.75,False
102,P00220,2,251.17,False
103,P00006,1,156.61,True
103,P00161,3,318.15,True
103,P00205,2,19.15,False
103,P00037,1,50.51,False
103,P00057,3,26.16,False
104,P00167,2,57.22,False
104,P00113,1,88.92,False
104,P00077,1,451.63,False
104,P00047,2,30.9,False
105,P00096,1,105.29,False
105,P00226,2,23.98,False
105,P00181,1,191.78,False
105,P00170,2,19.27,False
106,P00092,2,23.78,False
106,P00078,1,394.54,False
106,P00096,1,105.29,False
106,P00116,1,62.57,False
106,P00164,1,20.82,False
107,P00186,3,233.5,True
108,P00221,3,35.97,False
108,P00221,3,35.97,False
109,P00109,2,68.51,True
109,P00013,3,58.11,False
110,P00077,1,451.63,False
110,P00219,3,25.63,False
110,P00034,1,202.13,False
111,P00096,2,105.29,False
111,P00204,1,85.15,False
111,P00230,3,230.59,False
111,P00204,3,85.15,False
111,P00151,3,226.03,False
112,P00131,2,296.08,False
112,P00249,1,196.21,False
112,P00191,2,246.2,False
112,P00139,3,122.95,False
112,P00232,3,38.61,False
113,P00146,2,63.04,False
113,P00048,3,83.38,False
113,P00054,2,476.75,False
114,P00055,3,534.25,False
114,P00070,2,66.79,False
114,P00123,3,13.75,False
115,P00194,3,95.4,False
115,P00139,1,122.95,False
115,P00089,2,197.85,False
115,P00023,1,19.71,False
116,P00120,1,16.84,False
116,P00233,1,567.08,False
117,P00083,2,224.48,False
117,P00174,3,83.69,False
117,P00238,1,249.54,False
117,P00108,3,163.55,False
117,P00223,1,150.64,False
118,P00190,3,228.54,False
118,P00105,1,47.4,True
119,P00250,2,33.0,False
119,P00099,3,200.12,False
119,P00098,2,311.01,False
119,P00094,2,19.06,False
120,P00244,3,185.53,False
120,P00021,3,597.41,False
120,P00166,3,44.93,False
120,P00181,3,191.78,False
120,P00026,3,46.83,False
121,P00133,2,92.94,False
121,P00136,2,42.44,False
121,P00179,3,73.46,True
121,P00232,3,38.61,False
121,P00243,2,47.68,False
122,P00009,1,34.59,False
122,P00065,3,37.39,False
122,P00145,2,141.93,False
122,P00177,1,270.59,True
123,P00159,3,604.96,False
123,P00183,2,20.21,False
123,P00077,1,451.63,False
123,P00180,3,27.08,False
124,P00010,1,75.05,False
124,P00096,1,105.29,False
124,P00192,1,284.48,False
125,P00042,1,63.45,False
125,P00247,2,22.39,False
125,P00175,2,46.73,False
125,P00208,2,44.71,False
125,P00090,2,9.82,False
126,P00045,2,234.96,False
126,P00125,3,38.27,False
127,P00240,1,135.71,False
127,P00015,3,44.86,True
127,P00084,2,17.56,False
128,P00047,3,30.9,False
129,P00104,2,170.38,False
129,P00113,2,88.92,False
130,P00165,1,136.3,False
130,P00007,3,580.57,False
130,P00010,2,75.05,False
130,P00054,3,476.75,False
131,P00053,3,119.16,False
132,P00212,3,52.33,False
133,P00237,3,30.22,False
133,P00152,2,290.84,False
133,P00060,2,670.55,False
133,P00125,1,38.27,False
134,P00066,3,255.24,False
134,P00014,1,34.86,True
134,P00157,3,25.96,False
135,P00060,3,670.55,False
135,P00016,2,101.79,False
135,P00194,3,95.4,False
135,P00170,2,19.27,True
136,P00206,3,84.05,False
136,P00183,1,20.21,False
137,P00178,2,266.09,False
137,P00140,3,318.2,False
137,P00148,2,34.57,True
137,P00224,1,44.57,False
138,P00149,1,292.96,False
138,P00116,1,62.57,False
138,P00250,3,33.0,False
138,P00200,2,201.05,False
138,P00091,2,11.99,False
139,P00090,3,9.82,False
139,P00122,3,39.59,False
139,P00063,3,332.15,False
139,P00145,1,141.93,False
140,P00034,3,202.13,False
140,P00183,1,20.21,False
140,P00234,2,75.35,False
140,P00168,3,17.8,False
141,P00001,1,513.91,False
141,P00135,1,51.88,False
141,P00136,3,42.44,False
141,P00104,2,170.38,False
142,P00131,3,296.08,False
142,P00207,1,67.77,True
142,P00057,3,26.16,False
142,P00019,3,47.22,False
143,P00149,1,292.96,False
144,P00089,3,197.85,True
144,P00030,3,93.19,False
144,P00035,2,241.54,False
144,P00149,3,292.96,False
145,P00213,1,23.62,False
145,P00090,1,9.82,False
145,P00066,1,255.24,False
145,P00025,1,60.94,False
146,P00026,2,46.83,False
146,P00129,3,130.04,False
146,P00157,2,25.96,False
147,P00019,1,47.22,False
147,P00153,1,51.41,False
148,P00226,1,23.98,False
148,P00105,2,47.4,True
148,P00112,2,94.05,False
148,P00186,2,233.5,False
148,P00070,1,66.79,False
149,P00132,2,153.62,False
149,P00043,1,52.66,False
149,P00121,2,9.22,False
149,P00081,2,264.89,False
150,P00073,3,206.49,False
150,P00097,3,71.02,False
151,P00213,3,23.62,False
152,P00240,1,135.71,False
152,P00218,2,255.17,False
152,P00090,3,9.82,False
152,P00001,3,513.91,False
153,P00211,2,72.05,False
153,P00068,1,29.42,False
154,P00089,3,197.85,False
154,P00244,1,185.53,False
154,P00025,3,60.94,False
155,P00051,3,27.74,False
155,P00111,1,52.22,False
155,P00018,3,12.82,False
155,P00184,2,29.36,True
156,P00218,1,255.17,False
156,P00040,2,8.44,False
157,P00074,1,175.78,False
157,P00012,3,237.82,False
157,P00093,2,229.09,False
157,P00184,1,29.36,False
158,P00078,3,394.54,False
158,P00239,2,296.23,False
158,P00077,1,451.63,False
159,P00126,3,58.36,False
160,P00038,3,26.65,False
160,P00052,3,39.75,False
160,P00145,2,141.93,False
160,P00191,2,246.2,True
161,P00017,2,248.93,False
161,P00055,3,534.25,False
161,P00095,2,273.75,False
161,P00225,2,17.03,False
161,P00127,3,310.51,False
162,P00072,3,66.38,False
162,P00107,3,426.09,False
162,P00093,3,229.09,False
162,P00236,1,59.31,False
162,P00145,3,141.93,False
163,P00080,1,53.91,False
163,P00121,3,9.22,False
163,P00112,1,94.05,False
163,P00060,1,670.55,False
164,P00123,2,13.75,True
165,P00080,2,53.91,False
165,P00060,3,670.55,False
166,P00026,1,46.83,True
166,P00025,1,60.94,False
167,P00146,1,63.04,False
167,P00212,2,52.33,False
167,P00005,1,39.39,False
168,P00164,1,20.82,False
168,P00003,1,31.08,False
168,P00008,3,53.96,False
168,P00117,1,229.1,False
169,P00136,3,42.44,False
169,P00179,3,73.46,False
169,P00148,3,34.57,False
169,P00167,1,57.22,False
169,P00249,3,196.21,False
170,P00160,1,59.12,False
170,P00120,3,16.84,False
170,P00098,3,311.01,False
170,P00023,3,19.71,False
170,P00178,1,266.09,False
171,P00038,3,26.65,False
171,P00171,3,602.91,False
171,P00238,3,249.54,True
172,P00192,3,284.48,False
173,P00066,1,255.24,False
173,P00086,1,17.03,False
173,P00151,2,226.03,False
173,P00061,2,53.6,False
173,P00114,2,103.78,True
174,P00005,1,39.39,False
174,P00161,3,318.15,False
174,P00065,2,37.39,False
175,P00020,1,38.38,False
175,P00247,3,22.39,False
175,P00149,3,292.96,False
176,P00080,3,53.91,False
177,P00013,3,58.11,False
177,P00138,2,28.92,False
178,P00096,3,105.29,False
179,P00243,1,47.68,False
179,P00127,2,310.51,False
179,P00054,1,476.75,False
179,P00219,3,25.63,False
179,P00002,3,18.95,False
180,P00091,1,11.99,False
180,P00230,2,230.59,False
181,P00144,2,27.08,True
181,P00110,3,189.92,True
181,P00132,3,153.62,False
181,P00212,1,52.33,False
181,P00163,3,155.79,False
182,P00146,2,63.04,False
182,P00012,3,237.82,False
183,P00001,2,513.91,False
183,P00181,1,191.78,False
183,P00195,2,61.59,True
184,P00162,1,42.96,False
184,P00128,1,6.58,False
184,P00096,1,105.29,False
184,P00065,1,37.39,False
185,P00064,2,190.05,False
185,P00091,2,11.99,False
185,P00059,2,470.93,False
185,P00013,2,58.11,False
185,P00195,2,61.59,False
186,P00135,3,51.88,False
186,P00235,2,159.35,False
187,P00234,2,75.35,False
187,P00060,3,670.55,False
187,P00146,2,63.04,False
187,P00062,2,59.97,False
188,P00224,1,44.57,False
188,P00062,2,59.97,False
188,P00201,2,48.7,False
188,P00098,3,311.01,False
189,P00162,2,42.96,False
190,P00102,1,10.63,False
190,P00166,2,44.93,False
190,P00103,3,237.98,False
191,P00050,1,195.12,False
192,P00120,3,16.84,False
192,P00198,1,192.05,False
193,P00124,3,7.77,False
193,P00062,1,59.97,True
193,P00114,3,103.78,False
193,P00062,2,59.97,False
194,P00240,1,135.71,False
194,P00203,3,216.49,False
194,P00102,1,10.63,False
194,P00098,3,311.01,False
194,P00101,2,114.32,False
195,P00100,3,194.61,False
195,P00125,3,38.27,True
196,P00058,2,591.05,False
196,P00192,1,284.48,False
196,P00207,2,67.77,False
197,P00133,3,92.94,False
197,P00033,1,325.67,False
197,P00205,3,19.15,True
197,P00072,2,66.38,False
197,P00108,3,163.55,False
198,P00016,2,101.79,False
199,P00187,1,181.56,False
199,P00036,3,11.97,False
199,P00140,1,318.2,False
200,P00248,3,223.41,False
200,P00146,3,63.04,False
200,P00197,3,109.33,False
200,P00166,1,44.93,False
200,P00244,3,185.53,True
201,P00127,3,310.51,False
201,P00025,3,60.94,True
201,P00165,3,136.3,False
201,P00091,2,11.99,False
201,P00118,1,35.55,False
202,P00215,1,52.0,False
203,P00141,1,418.18,False
204,P00092,3,23.78,False
204,P00008,2,53.96,False
205,P00113,3,88.92,False
205,P00247,3,22.39,False
205,P00243,3,47.68,False
205,P00035,1,241.54,False
205,P00097,2,71.02,False
206,P00083,2,224.48,False
206,P00029,1,28.28,False
207,P00112,3,94.05,False
207,P00203,2,216.49,False
207,P00055,2,534.25,False
208,P00106,3,164.6,True
208,P00232,1,38.61,False
209,P00130,3,34.32,False
210,P00196,2,15.18,False
210,P00207,2,67.77,False
210,P00212,1,52.33,False
211,P00233,1,567.08,False
211,P00077,2,451.63,False
211,P00190,2,228.54,False
211,P00120,1,16.84,False
212,P00134,1,205.56,False
212,P00189,2,91.73,False
212,P00127,3,310.51,False
213,P00173,2,579.69,False
213,P00248,3,223.41,False
214,P00131,2,296.08,False
214,P00143,2,263.1,False
215,P00098,3,311.01,True
215,P00205,3,19.15,False
215,P00226,2,23.98,False
216,P00080,3,53.91,False
217,P00214,1,238.68,False
218,P00237,1,30.22,False
218,P00061,1,53.6,False
218,P00215,2,52.0,False
218,P00157,3,25.96,False
219,P00011,1,51.62,False
219,P00058,2,591.05,False
219,P00184,3,29.36,False
219,P00095,1,273.75,False
220,P00019,3,47.22,False
220,P00071,1,20.96,False
220,P00188,2,412.55,False
220,P00196,2,15.18,False
220,P00031,1,523.11,False
221,P00153,1,51.41,False
222,P00191,2,246.2,False
223,P00088,2,251.51,False
224,P00002,1,18.95,False
225,P00009,1,34.59,False
226,P00218,3,255.17,False
226,P00013,2,58.11,False
227,P00095,2,273.75,False
227,P00180,1,27.08,True
227,P00052,3,39.75,False
227,P00115,3,333.47,False
228,P00181,2,191.78,False
228,P00153,2,51.41,False
228,P00240,2,135.71,False
229,P00175,3,46.73,False
230,P00178,2,266.09,False
230,P00111,2,52.22,False
230,P00149,2,292.96,False
230,P00193,1,433.93,False
231,P00104,3,170.38,True
231,P00139,2,122.95,False
231,P00043,3,52.66,True
232,P00088,3,251.51,False
233,P00139,3,122.95,False
233,P00047,1,30.9,False
233,P00115,3,333.47,False
233,P00186,2,233.5,False
233,P00164,3,20.82,False
234,P00112,1,94.05,True
234,P00064,2,190.05,False
234,P00046,2,14.11,False
235,P00228,2,671.23,False
236,P00092,3,23.78,False
236,P00175,2,46.73,False
236,P00238,2,249.54,False
237,P00151,2,226.03,False
237,P00163,3,155.79,False
237,P00048,3,83.38,False
238,P00223,3,150.64,False
238,P00234,1,75.35,False
239,P00029,2,28.28,False
239,P00007,1,580.57,False
239,P00183,3,20.21,False
240,P00200,2,201.05,False
240,P00034,2,202.13,False
240,P00031,3,523.11,False
240,P00250,3,33.0,False
241,P00034,3,202.13,True
241,P00136,1,42.44,True
241,P00101,2,114.32,False
241,P00008,3,53.96,False
241,P00154,1,637.41,False
242,P00237,2,30.22,False
243,P00087,2,472.43,True
243,P00183,3,20.21,False
243,P00235,2,159.35,False
243,P00148,1,34.57,False
243,P00152,1,290.84,False
244,P00188,1,412.55,False
244,P00113,1,88.92,False
244,P00215,1,52.0,False
244,P00114,2,103.78,False
245,P00220,2,251.17,False
245,P00011,2,51.62,False
245,P00093,2,229.09,True
246,P00236,2,59.31,False
246,P00051,3,27.74,False
246,P00207,1,67.77,False
247,P00066,1,255.24,False
248,P00245,2,96.37,False
248,P00247,2,22.39,False
248,P00073,1,206.49,False
248,P00083,2,224.48,False
249,P00083,2,224.48,False
250,P00106,3,164.6,False
250,P00050,1,195.12,False
250,P00191,1,246.2,False
251,P00152,3,290.84,False
251,P00147,2,62.25,True
251,P00239,1,296.23,True
251,P00240,2,135.71,False
251,P00215,3,52.0,False
252,P00145,2,141.93,False
252,P00195,1,61.59,False
253,P00033,1,325.67,False
253,P00212,1,52.33,False
253,P00232,1,38.61,True
253,P00103,2,237.98,False
254,P00190,1,228.54,False
254,P00244,2,185.53,False
254,P00096,1,105.29,False
254,P00039,3,70.54,True
254,P00082,2,36.5,True
255,P00031,3,523.11,False
255,P00165,1,136.3,False
255,P00177,1,270.59,False
255,P00168,1,17.8,False
255,P00197,1,109.33,False
256,P00128,1,6.58,True
256,P00199,2,173.91,False
256,P00064,2,190.05,False
256,P00124,2,7.77,False
257,P00076,1,337.91,False
257,P00221,3,35.97,False
257,P00069,1,96.42,False
258,P00094,1,19.06,False
258,P00123,1,13.75,False
259,P00091,1,11.99,False
259,P00069,2,96.42,False
259,P00121,2,9.22,False
260,P00232,2,38.61,False
260,P00168,1,17.8,False
260,P00097,2,71.02,False
261,P00248,2,223.41,False
261,P00166,2,44.93,False
261,P00079,3,96.53,False
261,P00161,2,318.15,True
262,P00156,1,21.13,False
262,P00106,1,164.6,True
262,P00045,1,234.96,False
263,P00034,1,202.13,False
263,P00074,1,175.78,False
264,P00212,2,52.33,False
264,P00172,1,212.5,False
265,P00037,2,50.51,False
266,P00039,3,70.54,False
266,P00206,1,84.05,False
267,P00127,1,310.51,False
267,P00154,3,637.41,False
267,P00118,1,35.55,False
267,P00190,2,228.54,False
268,P00104,1,170.38,False
268,P00046,3,14.11,False
269,P00161,3,318.15,True
269,P00130,2,34.32,False
269,P00093,3,229.09,False
269,P00233,1,567.08,False
270,P00173,1,579.69,False
270,P00112,2,94.05,False
270,P00128,1,6.58,False
271,P00005,1,39.39,False
271,P00040,2,8.44,False
271,P00020,1,38.38,True
272,P00074,2,175.78,True
272,P00240,1,135.71,False
273,P00100,2,194.61,False
273,P00145,3,141.93,False
273,P00130,1,34.32,False
274,P00155,3,165.26,False
274,P00171,1,602.91,True
274,P00055,1,534.25,False
274,P00102,3,10.63,False
274,P00011,1,51.62,False
275,P00054,2,476.75,False
276,P00115,1,333.47,False
277,P00233,3,567.08,False
278,P00083,1,224.48,False
278,P00011,2,51.62,False
278,P00133,2,92.94,False
278,P00034,1,202.13,False
278,P00063,1,332.15,True
279,P00187,2,181.56,False
279,P00100,1,194.61,False
279,P00045,3,234.96,False
279,P00011,3,51.62,False
279,P00039,3,70.54,False
280,P00214,3,238.68,False
280,P00220,1,251.17,True
280,P00116,1,62.57,False
280,P00148,3,34.57,False
280,P00208,3,44.71,False
281,P00169,1,27.31,False
281,P00054,1,476.75,False
281,P00207,2,67.77,False
281,P00092,2,23.78,False
281,P00147,2,62.25,False
282,P00187,3,181.56,False
282,P00122,1,39.59,False
282,P00103,3,237.98,False
282,P00176,3,8.63,True
282,P00089,1,197.85,False
283,P00003,3,31.08,False
283,P00245,1,96.37,True
283,P00225,3,17.03,False
283,P00160,3,59.12,True
284,P00201,2,48.7,False
284,P00114,3,103.78,True
284,P00168,3,17.8,False
285,P00127,2,310.51,False
286,P00024,3,159.6,False
286,P00054,1,476.75,False
286,P00013,2,58.11,False
287,P00029,2,28.28,False
287,P00043,2,52.66,False
288,P00152,2,290.84,False
288,P00051,1,27.74,False
288,P00054,1,476.75,False
288,P00237,2,30.22,False
288,P00141,1,418.18,False
289,P00061,3,53.6,False
289,P00017,2,248.93,True
289,P00104,2,170.38,False
289,P00193,1,433.93,True
290,P00195,2,61.59,False
290,P00054,1,476.75,False
290,P00143,3,263.1,False
291,P00077,3,451.63,False
292,P00130,1,34.32,False
292,P00146,2,63.04,True
292,P00214,2,238.68,False
292,P00077,3,451.63,False
292,P00036,2,11.97,False
293,P00073,1,206.49,True
293,P00010,2,75.05,False
293,P00106,3,164.6,False
294,P00022,3,30.76,False
294,P00160,1,59.12,False
294,P00096,3,105.29,False
294,P00036,3,11.97,False
294,P00021,2,597.41,False
295,P00043,2,52.66,False
295,P00245,3,96.37,False
295,P00010,2,75.05,False
295,P00205,3,19.15,False
295,P00171,1,602.91,False
296,P00157,3,25.96,False
296,P00121,3,9.22,False
296,P00244,1,185.53,False
296,P00079,3,96.53,False
296,P00189,2,91.73,False
297,P00069,2,96.42,False
298,P00132,2,153.62,False
298,P00189,1,91.73,False
298,P00151,1,226.03,False
298,P00185,3,28.82,False
298,P00245,1,96.37,False
299,P00111,2,52.22,False
299,P00081,1,264.89,False
299,P00117,2,229.1,False
299,P00010,1,75.05,True
299,P00136,1,42.44,False
300,P00148,3,34.57,False
300,P00052,3,39.75,False
300,P00153,2,51.41,False
301,P00236,1,59.31,False
301,P00087,3,472.43,False
301,P00105,2,47.4,False
301,P00164,3,20.82,False
301,P00167,3,57.22,False
302,P00074,1,175.78,False
302,P00036,1,11.97,False
302,P00225,3,17.03,False
303,P00021,1,597.41,False
303,P00213,2,23.62,False
303,P00011,3,51.62,False
303,P00024,2,159.6,False
304,P00186,2,233.5,True
304,P00076,2,337.91,False
304,P00118,2,35.55,False
304,P00002,2,18.95,False
305,P00226,2,23.98,False
306,P00119,2,79.63,False
306,P00106,2,164.6,False
306,P00002,1,18.95,False
306,P00205,3,19.15,False
307,P00232,1,38.61,False
307,P00009,2,34.59,False
307,P00161,2,318.15,False
307,P00024,1,159.6,False
307,P00157,2,25.96,False
308,P00200,3,201.05,False
309,P00212,1,52.33,False
309,P00160,3,59.12,False
309,P00092,2,23.78,False
309,P00023,1,19.71,False
310,P00239,1,296.23,False
311,P00073,3,206.49,False
311,P00116,3,62.57,False
311,P00218,3,255.17,False
311,P00056,3,169.12,False
312,P00142,3,206.94,False
312,P00225,3,17.03,False
312,P00167,1,57.22,False
313,P00075,3,46.16,False
314,P00246,1,540.44,True
314,P00111,2,52.22,True
314,P00233,1,567.08,False
315,P00041,2,376.45,False
315,P00182,1,108.53,False
315,P00086,2,17.03,False
315,P00149,1,292.96,False
315,P00037,1,50.51,False
316,P00105,2,47.4,False
316,P00082,2,36.5,False
316,P00212,2,52.33,False
316,P00148,1,34.57,False
317,P00176,2,8.63,False
317,P00102,2,10.63,False
317,P00008,2,53.96,False
318,P00114,3,103.78,False
318,P00178,1,266.09,True
318,P00157,2,25.96,False
318,P00138,3,28.92,True
319,P00249,3,196.21,False
319,P00185,2,28.82,False
320,P00155,1,165.26,False
320,P00064,3,190.05,False
321,P00233,1,567.08,False
321,P00002,2,18.95,False
321,P00012,2,237.82,False
