id_pedido,codigo_producto,cantidad,precio_unitario,devuelto
72,P00140,1,"362,70",False
72,P00237,1,"34,89",False
72,P00216,1,"310,97",False
73,P00159,1,"664,48",False
73,P00139,3,"147,79",False
74,P00064,1,"213,53",False
74,P00246,1,"636,14",False
75,P00089,1,"226,25",False
75,P00227,3,"10,13",False
75,P00087,2,"525,71",False
76,P00207,3,"75,45",False
76,P00201,1,"54,94",False
76,P00194,1,"114,40",False
76,P00042,2,"72,73",False
76,P00101,1,"127,63",False
77,P00192,3,"330,27",False
77,P00166,1,"49,37",False
77,P00213,2,"26,47",False
77,P00024,1,"187,87",False
77,P00015,2,"51,81",False
78,P00035,1,"273,83",False
78,P00063,2,"371,20",False
78,P00020,2,"42,65",False
78,P00151,2,"265,70",False
78,P00017,1,"281,95",False
79,P00231,2,"70,64",False
79,P00204,1,"96,66",False
80,P00026,2,"54,38",False
80,P00185,2,"33,86",False
81,P00162,2,"50,68",False
81,P00027,1,"66,05",False
81,P00228,3,"760,30",False
81,P00115,1,"376,62",True
81,P00147,3,"68,75",False
82,P00049,1,"161,53",False
83,P00003,2,"37,48",True
83,P00054,3,"540,09",False
83,P00026,3,"54,38",False
84,P00125,3,"44,51",False
84,P00036,2,"13,41",False
84,P00250,1,"38,96",False
84,P00190,2,"263,25",False
85,P00161,3,"377,06",False
85,P00239,3,"343,56",False
85,P00152,1,"335,29",False
86,P00111,2,"57,44",False
87,P00151,3,"265,70",False
87,P00025,2,"71,75",False
87,P00242,1,"116,13",False
87,P00120,3,"19,33",False
87,P00075,2,"52,30",False
88,P00136,1,"46,94",False
88,P00139,1,"147,79",False
88,P00083,3,"248,35",False
88,P00204,2,"96,66",False
88,P00202,1,"20,79",True
89,P00200,1,"229,90",False
89,P00237,1,"34,89",False
89,P00164,2,"24,10",False
89,P00021,3,"666,35",False
89,P00143,1,"301,03",False
90,P00187,3,"216,79",False
90,P00104,1,"197,82",False
90,P00077,2,"515,87",False
91,P00024,1,"187,87",False
92,P00045,3,"271,39",True
92,P00004,3,"224,50",False
92,P00107,2,"497,43",False
92,P00178,2,"318,83",True
92,P00105,2,"56,66",True
93,P00048,1,"100,55",False
93,P00073,3,"236,80",True
94,P00148,1,"41,46",False
95,P00077,2,"515,87",True
95,P00244,3,"214,17",False
96,P00037,2,"55,73",False
96,P00010,2,"90,39",False
96,P00103,1,"261,34",False
96,P00192,2,"330,27",False
96,P00015,2,"51,81",False
97,P00183,2,"23,15",True
97,P00147,2,"68,75",False
97,P00045,1,"271,39",False
97,P00024,2,"187,87",False
97,P00169,1,"31,59",False
98,P00165,3,"159,20",False
99,P00100,2,"216,83",False
100,P00119,2,"91,77",False
100,P00100,3,"216,83",False
101,P00155,2,"199,52",False
101,P00250,1,"38,96",False
101,P00226,2,"27,42",False
102,P00113,1,"103,15",False
102,P00214,2,"263,39",False
102,P00145,1,"160,43",False
102,P00179,1,"86,10",True
102,P00044,2,"44,29",False
103,P00044,1,"44,29",False
103,P00110,2,"211,81",False
103,P00129,2,"150,00",False
103,P00115,3,"376,62",False
104,P00191,1,"290,17",False
104,P00195,1,"71,39",False
104,P00146,1,"72,70",False
105,P00017,3,"281,95",True
105,P00246,1,"636,14",False
105,P00059,3,"539,11",False
106,P00101,3,"127,63",False
107,P00200,1,"229,90",False
107,P00020,2,"42,65",False
107,P00013,2,"69,80",False
107,P00166,3,"49,37",False
107,P00025,2,"71,75",False
108,P00014,2,"41,83",False
108,P00022,3,"33,95",False
108,P00216,3,"310,97",False
108,P00090,2,"11,79",False
109,P00104,3,"197,82",False
109,P00231,1,"70,64",False
110,P00192,3,"330,27",False
110,P00241,1,"395,46",False
110,P00122,3,"44,15",False
110,P00216,1,"310,97",True
110,P00133,2,"109,60",False
111,P00250,1,"38,96",False
111,P00193,2,"522,08",True
111,P00231,1,"70,64",False
112,P00063,1,"371,20",True
112,P00124,3,"9,01",False
112,P00055,1,"596,16",False
112,P00121,3,"10,14",False
112,P00232,1,"46,05",False
113,P00228,2,"760,30",False
113,P00165,2,"159,20",False
113,P00158,1,"187,68",False
113,P00116,3,"72,60",False
114,P00207,1,"75,45",False
114,P00193,1,"522,08",False
114,P00053,2,"132,16",False
114,P00044,3,"44,29",False
114,P00159,3,"664,48",False
115,P00218,1,"284,38",False
115,P00164,2,"24,10",False
115,P00036,1,"13,41",False
116,P00140,2,"362,70",False
117,P00215,1,"57,95",False
117,P00103,1,"261,34",False
118,P00197,3,"124,56",False
118,P00021,3,"666,35",False
119,P00108,3,"187,77",False
119,P00227,1,"10,13",False
120,P00137,2,"163,12",False
121,P00075,1,"52,30",True
121,P00184,3,"33,80",False
121,P00176,3,"9,71",False
121,P00227,1,"10,13",False
121,P00061,2,"63,42",False
122,P00199,3,"205,84",False
122,P00108,2,"187,77",True
122,P00098,3,"346,71",False
123,P00067,3,"46,14",False
123,P00246,2,"636,14",False
123,P00234,3,"91,14",False
124,P00201,3,"54,94",False
124,P00190,1,"263,25",False
125,P00099,3,"239,40",False
126,P00227,3,"10,13",False
126,P00222,1,"81,53",False
126,P00167,2,"67,97",False
127,P00024,2,"187,87",True
127,P00241,2,"395,46",False
127,P00030,2,"106,55",True
127,P00154,1,"767,96",False
127,P00077,1,"515,87",False
128,P00009,3,"41,43",False
128,P00222,1,"81,53",False
128,P00103,1,"261,34",False
128,P00154,2,"767,96",False
128,P00167,2,"67,97",False
129,P00038,3,"31,87",False
129,P00149,2,"347,81",False
129,P00048,3,"100,55",False
129,P00162,2,"50,68",True
130,P00185,3,"33,86",False
131,P00034,1,"232,16",False
131,P00136,1,"46,94",False
131,P00062,3,"72,54",False
131,P00015,3,"51,81",False
132,P00069,1,"115,69",False
132,P00153,2,"59,99",False
132,P00048,3,"100,55",False
133,P00003,3,"37,48",False
133,P00208,3,"50,44",False
134,P00105,3,"56,66",True
134,P00024,1,"187,87",False
135,P00233,2,"629,51",False
135,P00104,3,"197,82",True
135,P00157,2,"30,58",False
135,P00115,1,"376,62",False
135,P00194,2,"114,40",False
136,P00091,1,"13,96",False
136,P00109,2,"82,51",False
136,P00021,3,"666,35",False
137,P00224,2,"52,34",False
137,P00070,3,"75,45",False
138,P00064,3,"213,53",False
138,P00241,3,"395,46",False
138,P00039,1,"83,24",False
138,P00060,2,"744,78",True
139,P00073,3,"236,80",True
139,P00096,3,"117,38",False
139,P00210,2,"79,90",False
139,P00219,3,"30,02",False
140,P00135,2,"58,39",False
140,P00247,2,"26,86",False
140,P00033,1,"376,07",False
140,P00102,1,"12,60",False
140,P00243,3,"52,83",False
141,P00233,3,"629,51",False
141,P00040,3,"9,71",False
141,P00155,3,"199,52",False
141,P00056,2,"193,69",False
141,P00189,2,"105,53",False
142,P00116,3,"72,60",False
142,P00235,2,"180,28",True
142,P00032,1,"19,68",False
142,P00045,1,"271,39",False
143,P00155,3,"199,52",False
143,P00250,3,"38,96",True
144,P00075,2,"52,30",True
145,P00245,2,"105,80",False
146,P00056,2,"193,69",False
147,P00231,3,"70,64",False
147,P00121,1,"10,14",True
148,P00077,1,"515,87",False
148,P00171,3,"711,22",False
148,P00233,1,"629,51",False
148,P00249,3,"219,83",False
149,P00008,3,"59,31",False
149,P00110,2,"211,81",False
150,P00033,3,"376,07",False
150,P00212,3,"57,29",False
150,P00210,1,"79,90",False
150,P00220,2,"291,50",False
151,P00063,3,"371,20",False
151,P00115,3,"376,62",False
151,P00026,3,"54,38",False
152,P00218,1,"284,38",False
152,P00204,2,"96,66",False
152,P00031,3,"590,54",False
153,P00081,2,"295,40",True
153,P00014,2,"41,83",False
153,P00051,3,"31,00",False
153,P00128,2,"7,76",True
153,P00108,1,"187,77",False
154,P00191,3,"290,17",False
154,P00019,3,"51,74",False
154,P00124,1,"9,01",False
154,P00011,1,"56,93",False
154,P00048,2,"100,55",False
155,P00001,2,"606,16",False
155,P00007,2,"654,36",False
155,P00137,2,"163,12",False
155,P00199,1,"205,84",False
155,P00017,1,"281,95",False
156,P00202,2,"20,79",False
157,P00247,3,"26,86",False
157,P00138,3,"33,53",False
158,P00155,1,"199,52",False
159,P00190,1,"263,25",False
159,P00207,1,"75,45",False
159,P00214,2,"263,39",False
159,P00184,3,"33,80",False
159,P00094,1,"21,31",False
160,P00001,1,"606,16",False
160,P00151,1,"265,70",False
160,P00206,1,"100,93",False
160,P00082,2,"41,73",False
161,P00039,1,"83,24",True
161,P00139,1,"147,79",False
161,P00151,2,"265,70",False
161,P00042,3,"72,73",False
161,P00062,3,"72,54",False
162,P00169,2,"31,59",False
163,P00179,2,"86,10",True
163,P00231,2,"70,64",False
163,P00112,3,"104,47",False
163,P00222,1,"81,53",False
163,P00088,3,"300,17",False
164,P00068,1,"32,66",False
164,P00130,1,"37,75",False
164,P00216,2,"310,97",False
165,P00153,1,"59,99",True
166,P00215,3,"57,95",False
166,P00162,2,"50,68",False
166,P00021,1,"666,35",False
166,P00220,1,"291,50",False
166,P00097,1,"78,31",True
167,P00088,1,"300,17",False
168,P00168,2,"19,85",True
168,P00117,3,"265,19",False
168,P00041,1,"449,53",True
168,P00058,3,"656,02",False
168,P00174,1,"97,76",False
169,P00186,3,"272,18",False
169,P00015,3,"51,81",False
169,P00174,1,"97,76",False
169,P00230,1,"252,90",True
170,P00147,2,"68,75",False
170,P00148,2,"41,46",False
170,P00203,2,"259,99",False
170,P00105,1,"56,66",False
170,P00047,1,"37,36",False
171,P00036,3,"13,41",False
172,P00209,3,"204,19",False
172,P00002,1,"21,27",False
172,P00133,2,"109,60",True
172,P00238,1,"294,52",False
173,P00095,1,"301,80",False
174,P00069,1,"115,69",False
174,P00151,1,"265,70",True
174,P00056,3,"193,69",True
174,P00031,1,"590,54",True
175,P00006,3,"184,09",False
175,P00041,3,"449,53",False
176,P00094,1,"21,31",False
176,P00148,3,"41,46",False
176,P00249,2,"219,83",True
176,P00160,3,"69,26",False
176,P00012,1,"269,88",False
177,P00066,2,"291,08",False
177,P00152,1,"335,29",True
177,P00074,3,"205,87",False
178,P00132,1,"182,80",False
178,P00005,3,"44,38",False
179,P00136,1,"46,94",False
179,P00215,2,"57,95",False
179,P00102,2,"12,60",False
180,P00127,3,"368,86",False
181,P00249,2,"219,83",False
181,P00108,1,"187,77",False
182,P00222,3,"81,53",False
182,P00108,2,"187,77",True
182,P00051,2,"31,00",False
182,P00017,2,"281,95",False
183,P00018,2,"14,41",False
184,P00014,2,"41,83",False
184,P00147,1,"68,75",False
184,P00046,2,"17,04",False
184,P00054,1,"540,09",False
185,P00248,2,"259,91",False
185,P00094,1,"21,31",True
185,P00208,2,"50,44",False
185,P00235,2,"180,28",False
186,P00195,3,"71,39",False
187,P00217,3,"297,35",False
187,P00055,2,"596,16",False
187,P00227,1,"10,13",False
188,P00161,3,"377,06",False
188,P00102,3,"12,60",False
188,P00096,3,"117,38",False
189,P00206,3,"100,93",True
189,P00068,1,"32,66",False
189,P00207,3,"75,45",False
189,P00048,1,"100,55",True
190,P00218,1,"284,38",False
190,P00155,3,"199,52",False
191,P00011,1,"56,93",False
191,P00236,1,"69,24",False
191,P00196,1,"17,41",False
192,P00067,1,"46,14",False
192,P00236,1,"69,24",False
193,P00012,1,"269,88",False
193,P00047,1,"37,36",False
194,P00049,1,"161,53",False
194,P00045,3,"271,39",False
194,P00036,1,"13,41",False
194,P00127,3,"368,86",True
194,P00152,3,"335,29",False
195,P00221,1,"41,17",False
195,P00069,3,"115,69",False
195,P00230,2,"252,90",True
196,P00160,1,"69,26",False
196,P00246,1,"636,14",False
196,P00001,3,"606,16",False
196,P00202,2,"20,79",False
196,P00055,3,"596,16",False
197,P00116,2,"72,60",False
197,P00053,1,"132,16",False
197,P00186,3,"272,18",False
197,P00009,2,"41,43",False
198,P00054,3,"540,09",False
199,P00044,3,"44,29",False
199,P00078,1,"453,23",False
199,P00022,3,"33,95",False
200,P00230,2,"252,90",False
200,P00173,3,"688,21",False
201,P00108,1,"187,77",False
201,P00238,1,"294,52",False
201,P00111,1,"57,44",True
201,P00011,1,"56,93",False
202,P00227,2,"10,13",False
202,P00187,1,"216,79",False
202,P00115,2,"376,62",False
202,P00125,3,"44,51",False
203,P00174,2,"97,76",False
203,P00215,3,"57,95",False
203,P00216,3,"310,97",False
203,P00066,3,"291,08",False
203,P00130,2,"37,75",True
204,P00037,2,"55,73",False
204,P00112,2,"104,47",False
205,P00026,1,"54,38",False
205,P00184,3,"33,80",False
205,P00240,3,"149,80",False
205,P00020,3,"42,65",False
206,P00059,2,"539,11",True
206,P00180,1,"31,03",False
206,P00116,2,"72,60",False
207,P00241,2,"395,46",False
207,P00212,3,"57,29",False
207,P00102,3,"12,60",False
208,P00135,1,"58,39",False
208,P00033,1,"376,07",False
208,P00165,3,"159,20",False
208,P00015,2,"51,81",False
208,P00249,2,"219,83",True
209,P00179,3,"86,10",False
209,P00165,2,"159,20",False
210,P00101,1,"127,63",False
210,P00084,3,"19,98",False
210,P00114,3,"123,90",False
211,P00220,3,"291,50",False
212,P00215,3,"57,95",True
213,P00002,1,"21,27",False
213,P00092,2,"28,64",False
214,P00243,2,"52,83",False
214,P00193,2,"522,08",False
214,P00091,1,"13,96",False
214,P00045,2,"271,39",False
214,P00071,1,"23,19",True
215,P00207,3,"75,45",False
215,P00075,3,"52,30",True
215,P00019,2,"51,74",False
215,P00066,2,"291,08",False
216,P00151,3,"265,70",False
216,P00076,1,"372,18",False
216,P00218,1,"284,38",False
216,P00105,3,"56,66",False
216,P00005,3,"44,38",False
217,P00006,1,"184,09",False
217,P00012,3,"269,88",False
217,P00240,2,"149,80",False
217,P00055,3,"596,16",False
218,P00139,3,"147,79",False
219,P00055,2,"596,16",False
220,P00122,3,"44,15",False
220,P00217,3,"297,35",False
220,P00035,2,"273,83",False
220,P00040,3,"9,71",False
220,P00054,2,"540,09",False
221,P00119,1,"91,77",False
222,P00147,2,"68,75",False
223,P00150,3,"108,30",False
223,P00012,1,"269,88",False
223,P00111,1,"57,44",False
224,P00249,1,"219,83",False
224,P00136,3,"46,94",False
225,P00120,1,"19,33",False
226,P00171,2,"711,22",False
226,P00137,2,"163,12",False
226,P00157,2,"30,58",False
226,P00030,3,"106,55",False
227,P00185,1,"33,86",False
227,P00129,3,"150,00",False
227,P00034,3,"232,16",False
227,P00165,3,"159,20",False
227,P00179,3,"86,10",False
228,P00166,1,"49,37",False
228,P00229,2,"112,59",True
229,P00194,2,"114,40",False
229,P00108,2,"187,77",False
229,P00133,1,"109,60",True
229,P00114,1,"123,90",False
229,P00099,2,"239,40",False
230,P00096,1,"117,38",False
231,P00076,1,"372,18",False
231,P00211,2,"86,35",False
232,P00215,1,"57,95",False
232,P00238,1,"294,52",False
232,P00118,3,"41,01",False
232,P00168,2,"19,85",False
232,P00160,3,"69,26",False
233,P00015,1,"51,81",False
233,P00204,2,"96,66",False
233,P00070,3,"75,45",False
233,P00164,2,"24,10",True
233,P00228,3,"760,30",False
234,P00019,3,"51,74",False
234,P00108,2,"187,77",False
234,P00052,3,"44,98",False
235,P00192,1,"330,27",False
235,P00017,2,"281,95",False
235,P00083,2,"248,35",False
235,P00143,3,"301,03",False
236,P00104,3,"197,82",False
236,P00068,3,"32,66",False
237,P00176,2,"9,71",False
238,P00047,1,"37,36",False
239,P00141,3,"481,77",True
240,P00217,3,"297,35",False
240,P00026,3,"54,38",False
240,P00209,1,"204,19",False
240,P00126,1,"65,85",False
241,P00117,3,"265,19",False
242,P00142,3,"229,74",False
242,P00058,2,"656,02",False
242,P00131,3,"327,48",False
242,P00112,3,"104,47",False
243,P00108,2,"187,77",False
244,P00250,1,"38,96",False
244,P00177,2,"305,20",True
245,P00216,3,"310,97",False
245,P00056,1,"193,69",False
246,P00174,1,"97,76",False
246,P00165,1,"159,20",False
246,P00159,3,"664,48",False
246,P00190,1,"263,25",False
247,P00138,1,"33,53",False
247,P00020,2,"42,65",True
247,P00228,2,"760,30",False
247,P00167,3,"67,97",False
247,P00040,1,"9,71",False
248,P00030,2,"106,55",False
248,P00101,3,"127,63",False
248,P00191,1,"290,17",False
248,P00113,2,"103,15",False
249,P00206,3,"100,93",False
249,P00110,3,"211,81",False
249,P00106,2,"180,47",False
250,P00245,2,"105,80",False
250,P00017,2,"281,95",False
250,P00035,3,"273,83",False
250,P00056,2,"193,69",False
251,P00116,3,"72,60",False
251,P00154,3,"767,96",False
251,P00170,2,"22,73",False
252,P00035,3,"273,83",False
253,P00165,1,"159,20",False
253,P00059,1,"539,11",False
253,P00024,2,"187,87",False
254,P00138,1,"33,53",False
254,P00205,2,"22,63",True
254,P00120,1,"19,33",False
255,P00187,1,"216,79",False
255,P00162,3,"50,68",False
256,P00190,3,"263,25",False
256,P00017,2,"281,95",True
256,P00004,1,"224,50",False
257,P00142,1,"229,74",False
257,P00242,2,"116,13",False
257,P00026,1,"54,38",False
257,P00077,2,"515,87",False
257,P00099,3,"239,40",False
258,P00208,2,"50,44",False
258,P00189,1,"105,53",False
258,P00185,1,"33,86",False
258,P00074,3,"205,87",False
259,P00249,3,"219,83",True
259,P00186,3,"272,18",False
259,P00182,1,"128,20",False
260,P00154,3,"767,96",False
261,P00081,3,"295,40",False
261,P00062,2,"72,54",False
262,P00069,3,"115,69",False
262,P00011,1,"56,93",False
263,P00229,2,"112,59",False
263,P00159,3,"664,48",True
264,P00163,2,"186,12",False
264,P00104,1,"197,82",False
265,P00017,2,"281,95",False
265,P00102,2,"12,60",False
265,P00079,1,"106,90",False
266,P00126,1,"65,85",False
266,P00018,3,"14,41",False
267,P00092,3,"28,64",False
267,P00164,1,"24,10",False
267,P00113,2,"103,15",False
268,P00056,3,"193,69",False
269,P00213,2,"26,47",False
269,P00237,3,"34,89",False
270,P00234,3,"91,14",False
270,P00001,2,"606,16",False
270,P00062,1,"72,54",True
270,P00237,2,"34,89",False
270,P00188,3,"465,02",False
271,P00039,2,"83,24",True
271,P00067,3,"46,14",False
272,P00055,1,"596,16",False
272,P00177,1,"305,20",False
272,P00150,2,"108,30",False
273,P00132,1,"182,80",True
274,P00186,3,"272,18",False
275,P00084,1,"19,98",False
276,P00044,3,"44,29",False
276,P00205,1,"22,63",False
276,P00141,1,"481,77",False
276,P00025,1,"71,75",False
277,P00033,2,"376,07",False
277,P00215,1,"57,95",False
277,P00141,3,"481,77",False
278,P00237,3,"34,89",True
278,P00242,2,"116,13",False
279,P00050,1,"219,38",False
279,P00129,2,"150,00",False
280,P00044,2,"44,29",False
280,P00025,2,"71,75",False
281,P00081,1,"295,40",False
282,P00109,1,"82,51",False
282,P00190,3,"263,25",False
282,P00035,1,"273,83",False
282,P00009,2,"41,43",False
283,P00096,2,"117,38",False
284,P00218,1,"284,38",False
285,P00148,1,"41,46",False
285,P00165,1,"159,20",False
286,P00188,3,"465,02",False
286,P00214,2,"263,39",False
287,P00103,2,"261,34",False
287,P00077,3,"515,87",False
287,P00204,1,"96,66",False
287,P00150,3,"108,30",False
287,P00050,2,"219,38",False
288,P00193,2,"522,08",False
288,P00122,3,"44,15",False
288,P00211,1,"86,35",False
288,P00147,3,"68,75",False
289,P00104,1,"197,82",False
289,P00046,2,"17,04",False
289,P00104,2,"197,82",False
290,P00095,1,"301,80",False
290,P00131,1,"327,48",False
291,P00201,2,"54,94",False
291,P00104,3,"197,82",False
291,P00041,2,"449,53",False
291,P00200,2,"229,90",False
292,P00087,1,"525,71",False
292,P00179,3,"86,10",False
293,P00192,1,"330,27",False
293,P00052,3,"44,98",False
293,P00100,2,"216,83",False
294,P00041,3,"449,53",False
295,P00083,2,"248,35",False
295,P00169,2,"31,59",False
296,P00007,2,"654,36",False
296,P00101,3,"127,63",False
296,P00076,3,"372,18",False
296,P00164,1,"24,10",False
296,P00193,3,"522,08",False
297,P00022,1,"33,95",False
297,P00201,3,"54,94",False
297,P00178,2,"318,83",True
297,P00063,1,"371,20",False
297,P00054,2,"540,09",False
298,P00071,3,"23,19",False
299,P00099,3,"239,40",False
299,P00054,1,"540,09",False
300,P00201,2,"54,94",False
300,P00083,3,"248,35",False
300,P00037,3,"55,73",False
301,P00053,1,"132,16",False
301,P00118,1,"41,01",False
301,P00150,3,"108,30",False
301,P00077,1,"515,87",False
302,P00047,3,"37,36",False
303,P00159,2,"664,48",False
304,P00085,1,"210,94",False
304,P00009,1,"41,43",False
305,P00103,3,"261,34",False
306,P00050,1,"219,38",False
307,P00169,1,"31,59",False
307,P00071,3,"23,19",False
307,P00073,1,"236,80",False
307,P00140,3,"362,70",False
308,P00010,1,"90,39",False
308,P00233,3,"629,51",True
309,P00170,3,"22,73",True
309,P00007,1,"654,36",False
309,P00168,1,"19,85",False
309,P00010,1,"90,39",False
309,P00213,2,"26,47",False
310,P00225,3,"19,32",False
311,P00129,3,"150,00",False
311,P00078,3,"453,23",False
311,P00040,1,"9,71",False
312,P00145,3,"160,43",True
312,P00215,3,"57,95",True
312,P00236,3,"69,24",False
312,P00021,2,"666,35",False
313,P00225,1,"19,32",False
313,P00026,3,"54,38",False
314,P00042,3,"72,73",False
315,P00118,3,"41,01",False
315,P00035,2,"273,83",False
315,P00020,3,"42,65",False
315,P00112,2,"104,47",False
315,P00095,2,"301,80",False
316,P00202,1,"20,79",True
316,P00164,2,"24,10",False
316,P00249,1,"219,83",False
316,P00098,1,"346,71",False
316,P00074,1,"205,87",False
317,P00182,1,"128,20",True
318,P00170,2,"22,73",False
318,P00048,2,"100,55",True
